interaction_id,user_id,restaurant_id,interaction_type,rating,timestamp
I005824,U0266,R0142,viewed,,2024-03-31 04:10:00
I005825,U0352,R0003,saved,,2024-01-28 13:48:00
I005826,U0223,R0249,viewed,,2024-10-29 06:48:00
I005827,U0373,R0146,viewed,,2025-03-31 03:45:00
I005828,U0412,R0020,viewed,,2024-11-24 04:04:00
I005829,U0495,R0286,viewed,,2025-01-05 08:18:00
I005830,U0103,R0251,saved,,2024-09-22 08:10:00
I005831,U0178,R0139,viewed,,2024-05-02 10:13:00
I005832,U0334,R0100,visited,,2025-03-20 07:21:00
I005833,U0004,R0099,viewed,,2025-03-23 03:14:00
I005834,U0072,R0084,viewed,,2024-12-15 20:42:00
I005835,U0083,R0024,viewed,,2024-11-20 04:13:00
I005836,U0339,R0144,visited,5.0,2024-04-25 21:52:00
I005837,U0284,R0155,rated,5.0,2024-04-17 11:53:00
I005838,U0017,R0028,viewed,,2025-01-07 13:15:00
I005839,U0213,R0290,saved,,2024-07-27 10:32:00
I005840,U0311,R0296,visited,4.0,2024-12-21 03:53:00
I005841,U0113,R0159,viewed,,2024-06-13 07:44:00
I005842,U0083,R0200,viewed,,2025-03-12 10:37:00
I005843,U0160,R0080,viewed,,2024-11-27 17:33:00
I005844,U0337,R0202,rated,3.0,2024-07-23 07:15:00
I005845,U0417,R0154,viewed,,2024-01-18 19:05:00
I005846,U0050,R0174,viewed,,2024-09-18 05:18:00
I005847,U0311,R0238,rated,4.0,2024-12-12 08:42:00
I005848,U0294,R0059,saved,,2024-12-11 08:56:00
I005849,U0017,R0220,viewed,,2024-09-09 12:22:00
I005850,U0218,R0248,rated,3.0,2025-01-03 08:38:00
I005851,U0412,R0116,viewed,,2024-05-07 08:59:00
I005852,U0188,R0212,saved,,2024-04-23 09:42:00
I005853,U0308,R0167,saved,,2024-06-20 22:34:00
I005854,U0305,R0154,viewed,,2024-10-17 13:28:00
I005855,U0222,R0043,visited,,2024-04-21 07:49:00
I005856,U0472,R0153,viewed,,2024-09-05 18:53:00
I005857,U0328,R0082,visited,4.0,2025-01-24 23:05:00
I005858,U0264,R0216,viewed,,2025-02-26 08:49:00
I005859,U0103,R0068,viewed,,2024-02-14 03:25:00
I005860,U0316,R0130,viewed,,2024-10-07 04:25:00
I005861,U0040,R0296,visited,,2024-10-25 09:45:00
I005862,U0469,R0247,viewed,,2024-06-08 04:09:00
I005863,U0458,R0228,viewed,,2024-02-11 05:53:00
I005864,U0016,R0287,saved,,2024-06-25 14:43:00
I005865,U0019,R0016,rated,4.0,2024-04-01 08:25:00
I005866,U0205,R0117,viewed,,2024-09-19 02:00:00
I005867,U0284,R0223,rated,5.0,2024-05-17 21:49:00
I005868,U0067,R0297,saved,,2024-11-02 00:13:00
I005869,U0165,R0143,rated,3.0,2024-07-17 08:09:00
I005870,U0382,R0271,visited,,2024-09-13 08:51:00
I005871,U0410,R0215,rated,4.0,2024-09-22 22:59:00
I005872,U0042,R0077,visited,5.0,2024-11-04 20:13:00
I005873,U0388,R0256,viewed,,2024-08-25 04:14:00
I005874,U0172,R0072,rated,5.0,2025-02-08 06:24:00
I005875,U0046,R0057,rated,5.0,2024-09-22 17:30:00
I005876,U0030,R0165,rated,5.0,2024-08-09 05:53:00
I005877,U0318,R0260,saved,,2024-06-03 16:31:00
I005878,U0211,R0061,saved,,2024-05-23 16:15:00
I005879,U0323,R0181,viewed,,2024-08-10 13:32:00
I005880,U0119,R0071,saved,,2024-06-21 06:39:00
I005881,U0108,R0022,viewed,,2024-02-08 19:36:00
I005882,U0289,R0107,rated,4.0,2024-05-06 17:59:00
I005883,U0274,R0103,viewed,,2024-12-11 06:28:00
I005884,U0041,R0240,viewed,,2024-10-02 17:01:00
I005885,U0173,R0155,viewed,,2024-07-18 07:44:00
I005886,U0198,R0108,rated,5.0,2024-10-09 21:48:00
I005887,U0496,R0094,viewed,,2024-10-31 23:36:00
I005888,U0155,R0276,visited,,2024-09-12 23:02:00
I005889,U0469,R0048,viewed,,2025-01-30 14:53:00
I005890,U0323,R0242,saved,,2024-01-04 02:11:00
I005891,U0455,R0013,saved,,2024-01-08 23:18:00
I005892,U0366,R0004,rated,5.0,2024-01-26 23:59:00
I005893,U0310,R0080,viewed,,2024-07-29 18:27:00
I005894,U0288,R0115,viewed,,2024-12-18 00:45:00
I005895,U0470,R0223,rated,5.0,2025-03-02 06:44:00
I005896,U0208,R0036,visited,4.0,2024-12-10 13:04:00
I005897,U0456,R0216,visited,4.0,2024-02-25 16:07:00
I005898,U0331,R0039,saved,,2024-11-08 19:18:00
I005899,U0339,R0078,rated,3.0,2024-10-23 05:10:00
I005900,U0477,R0121,saved,,2025-01-15 16:37:00
I005901,U0268,R0298,saved,,2024-01-22 02:58:00
I005902,U0471,R0004,viewed,,2025-01-07 04:41:00
I005903,U0459,R0255,saved,,2024-09-22 07:51:00
I005904,U0018,R0047,rated,3.0,2024-05-16 03:00:00
I005905,U0261,R0275,saved,,2024-05-17 08:09:00
I005906,U0174,R0128,viewed,,2024-11-02 09:05:00
I005907,U0414,R0254,visited,,2024-09-12 01:09:00
I005908,U0111,R0299,saved,,2024-04-07 02:03:00
I005909,U0309,R0034,rated,3.0,2024-11-01 02:00:00
I005910,U0461,R0047,saved,,2024-03-19 09:09:00
I005911,U0179,R0024,saved,,2024-04-14 03:03:00
I005912,U0217,R0287,rated,3.0,2024-10-07 14:50:00
I005913,U0394,R0253,saved,,2024-11-17 02:03:00
I005914,U0457,R0159,saved,,2024-09-26 23:09:00
I005915,U0177,R0092,visited,5.0,2024-09-02 13:35:00
I005916,U0141,R0215,visited,5.0,2024-06-02 20:41:00
I005917,U0008,R0133,viewed,,2024-05-24 15:13:00
I005918,U0425,R0226,rated,5.0,2024-06-18 04:24:00
I005919,U0115,R0083,saved,,2025-03-22 08:18:00
I005920,U0060,R0120,viewed,,2024-10-09 20:03:00
I005921,U0038,R0031,saved,,2024-01-08 00:09:00
I005922,U0123,R0110,viewed,,2024-06-18 00:27:00
I005923,U0090,R0240,viewed,,2025-02-19 11:30:00
I005924,U0481,R0272,viewed,,2024-07-20 01:16:00
I005925,U0050,R0195,viewed,,2025-03-05 08:14:00
I005926,U0341,R0162,viewed,,2024-08-03 20:18:00
I005927,U0371,R0120,viewed,,2024-05-19 00:13:00
I005928,U0042,R0257,visited,,2024-04-30 10:00:00
I005929,U0438,R0221,viewed,,2025-03-05 17:42:00
I005930,U0227,R0101,viewed,,2025-02-20 19:55:00
I005931,U0441,R0181,saved,,2024-06-23 21:03:00
I005932,U0005,R0273,viewed,,2024-12-27 09:48:00
I005933,U0490,R0144,viewed,,2024-04-06 21:23:00
I005934,U0450,R0051,viewed,,2024-03-26 01:07:00
I005935,U0374,R0136,visited,,2024-04-25 08:01:00
I005936,U0159,R0290,viewed,,2024-07-07 11:14:00
I005937,U0165,R0104,rated,2.0,2024-03-08 17:24:00
I005938,U0460,R0025,viewed,,2024-04-11 15:53:00
I005939,U0043,R0273,viewed,,2024-01-24 05:09:00
I005940,U0272,R0252,saved,,2024-12-26 16:46:00
I005941,U0480,R0020,saved,,2024-08-10 09:11:00
I005942,U0153,R0038,saved,,2025-04-01 22:17:00
I005943,U0449,R0147,saved,,2024-04-05 15:41:00
I005944,U0440,R0078,viewed,,2024-02-11 11:47:00
I005945,U0333,R0239,viewed,,2024-06-30 22:12:00
I005946,U0378,R0119,viewed,,2024-11-15 08:35:00
I005947,U0150,R0150,saved,,2024-04-15 03:16:00
I005948,U0323,R0006,viewed,,2024-01-11 01:34:00
I005949,U0055,R0004,viewed,,2024-02-29 20:19:00
I005950,U0007,R0252,rated,5.0,2024-08-27 17:50:00
I005951,U0224,R0087,saved,,2024-04-20 08:32:00
I005952,U0157,R0148,viewed,,2024-04-19 09:59:00
I005953,U0457,R0182,viewed,,2024-04-27 17:09:00
I005954,U0474,R0202,visited,,2024-10-24 10:43:00
I005955,U0015,R0252,visited,5.0,2024-09-05 03:19:00
I005956,U0195,R0115,viewed,,2024-09-30 09:27:00
I005957,U0110,R0279,viewed,,2025-03-19 05:12:00
I005958,U0269,R0115,rated,3.0,2024-09-03 01:19:00
I005959,U0313,R0134,visited,,2024-12-21 09:01:00
I005960,U0082,R0195,viewed,,2024-11-11 05:16:00
I005961,U0085,R0121,saved,,2024-01-15 16:06:00
I005962,U0403,R0048,saved,,2024-09-24 22:11:00
I005963,U0024,R0294,viewed,,2024-02-16 17:55:00
I005964,U0424,R0074,viewed,,2024-03-17 02:46:00
I005965,U0146,R0210,viewed,,2024-05-13 14:12:00
I005966,U0408,R0127,viewed,,2025-01-28 10:20:00
I005967,U0178,R0201,saved,,2024-03-02 08:07:00
I005968,U0438,R0181,viewed,,2024-02-26 17:03:00
I005969,U0290,R0070,saved,,2025-03-28 06:39:00
I005970,U0360,R0054,viewed,,2024-01-01 16:48:00
I005971,U0230,R0143,viewed,,2024-07-10 13:22:00
I005972,U0010,R0250,viewed,,2024-04-26 15:53:00
I005973,U0354,R0119,rated,4.0,2024-04-13 11:48:00
I005974,U0486,R0119,saved,,2024-05-29 12:15:00
I005975,U0028,R0256,visited,,2024-06-17 16:13:00
I005976,U0413,R0011,rated,4.0,2025-03-29 17:59:00
I005977,U0456,R0201,viewed,,2024-01-26 05:25:00
I005978,U0255,R0145,saved,,2024-11-04 06:25:00
I005979,U0202,R0252,visited,4.0,2024-01-09 16:15:00
I005980,U0153,R0024,visited,,2025-02-16 08:49:00
I005981,U0352,R0300,visited,,2025-03-24 22:25:00
I005982,U0307,R0101,saved,,2025-02-18 10:55:00
I005983,U0380,R0167,visited,,2025-03-01 13:29:00
I005984,U0377,R0245,viewed,,2024-02-03 18:05:00
I005985,U0212,R0199,viewed,,2024-03-13 03:44:00
I005986,U0153,R0136,saved,,2024-01-13 08:21:00
I005987,U0357,R0223,viewed,,2025-02-09 08:15:00
I005988,U0295,R0210,viewed,,2024-07-24 07:02:00
I005989,U0020,R0239,rated,4.0,2024-03-29 06:45:00
I005990,U0187,R0215,viewed,,2024-02-25 16:29:00
I005991,U0225,R0113,saved,,2024-01-25 11:54:00
I005992,U0352,R0237,viewed,,2024-07-29 16:21:00
I005993,U0413,R0002,viewed,,2024-11-11 21:16:00
I005994,U0479,R0051,visited,4.0,2025-01-09 22:39:00
I005995,U0277,R0197,rated,4.0,2024-08-06 23:47:00
I005996,U0119,R0193,visited,3.0,2024-05-02 12:00:00
I005997,U0006,R0132,saved,,2024-02-28 22:12:00
I005998,U0489,R0262,viewed,,2024-01-27 03:04:00
I005999,U0407,R0279,viewed,,2024-11-24 15:38:00
I006000,U0007,R0255,saved,,2024-10-24 21:32:00
I006001,U0064,R0265,viewed,,2024-02-05 13:27:00
I006002,U0283,R0002,visited,3.0,2024-03-28 05:43:00
I006003,U0212,R0167,saved,,2024-07-03 17:27:00
I006004,U0435,R0207,viewed,,2024-01-27 09:58:00
I006005,U0152,R0086,visited,,2024-05-14 01:43:00
I006006,U0350,R0234,visited,4.0,2024-08-27 04:03:00
I006007,U0386,R0069,visited,4.0,2024-06-16 04:37:00
I006008,U0487,R0212,saved,,2024-05-08 15:07:00
I006009,U0210,R0277,viewed,,2024-12-31 03:46:00
I006010,U0484,R0024,viewed,,2024-08-17 18:30:00
I006011,U0343,R0024,viewed,,2024-01-13 20:58:00
I006012,U0128,R0221,viewed,,2024-09-18 05:08:00
I006013,U0128,R0176,viewed,,2024-11-04 09:06:00
I006014,U0336,R0206,saved,,2024-03-16 23:56:00
I006015,U0458,R0012,viewed,,2025-02-20 20:52:00
I006016,U0014,R0296,viewed,,2024-04-06 18:50:00
I006017,U0207,R0171,viewed,,2024-12-21 10:06:00
I006018,U0228,R0200,saved,,2024-10-13 07:26:00
I006019,U0156,R0166,saved,,2025-03-24 05:26:00
I006020,U0499,R0252,rated,5.0,2024-12-05 23:12:00
I006021,U0365,R0051,viewed,,2024-01-06 12:06:00
I006022,U0482,R0271,saved,,2024-01-21 19:42:00
I006023,U0295,R0281,saved,,2024-04-24 15:04:00
I006024,U0031,R0133,viewed,,2024-02-19 21:06:00
I006025,U0115,R0217,viewed,,2024-11-10 01:56:00
I006026,U0492,R0198,rated,4.0,2024-08-27 16:20:00
I006027,U0276,R0014,viewed,,2024-11-25 14:50:00
I006028,U0020,R0173,saved,,2025-01-15 15:21:00
I006029,U0320,R0175,visited,,2025-03-04 18:28:00
I006030,U0329,R0028,saved,,2024-08-24 23:48:00
I006031,U0403,R0253,visited,5.0,2024-01-16 08:57:00
I006032,U0417,R0100,visited,,2024-08-01 23:43:00
I006033,U0331,R0160,viewed,,2024-01-05 08:49:00
I006034,U0478,R0008,rated,5.0,2025-03-21 21:35:00
I006035,U0133,R0288,viewed,,2024-04-27 09:54:00
I006036,U0086,R0048,viewed,,2024-11-26 09:25:00
I006037,U0250,R0113,viewed,,2024-12-28 20:16:00
I006038,U0443,R0045,viewed,,2024-02-29 23:37:00
I006039,U0237,R0141,viewed,,2024-12-30 06:45:00
I006040,U0080,R0251,viewed,,2024-10-16 15:51:00
I006041,U0169,R0135,rated,2.0,2024-04-03 12:12:00
I006042,U0386,R0297,saved,,2024-04-13 01:37:00
I006043,U0078,R0075,viewed,,2025-03-25 14:01:00
I006044,U0022,R0111,visited,,2024-09-11 05:39:00
I006045,U0153,R0100,viewed,,2024-08-22 06:49:00
I006046,U0141,R0172,saved,,2025-02-27 03:39:00
I006047,U0172,R0171,visited,,2024-03-02 12:57:00
I006048,U0382,R0049,rated,3.0,2024-07-28 19:53:00
I006049,U0306,R0170,viewed,,2024-02-26 10:24:00
I006050,U0415,R0201,saved,,2024-06-21 19:28:00
I006051,U0387,R0054,viewed,,2025-02-28 04:38:00
I006052,U0267,R0035,viewed,,2024-04-18 17:40:00
I006053,U0344,R0167,saved,,2024-11-13 12:20:00
I006054,U0353,R0184,viewed,,2025-02-16 16:20:00
I006055,U0439,R0023,viewed,,2024-05-03 18:50:00
I006056,U0203,R0020,viewed,,2025-01-22 01:36:00
I006057,U0025,R0177,viewed,,2024-10-16 16:36:00
I006058,U0317,R0010,viewed,,2025-01-29 15:29:00
I006059,U0256,R0100,rated,3.0,2024-09-14 02:21:00
I006060,U0118,R0011,saved,,2024-04-15 06:24:00
I006061,U0409,R0239,viewed,,2024-10-15 15:37:00
I006062,U0070,R0181,saved,,2024-12-27 04:59:00
I006063,U0054,R0115,saved,,2024-05-07 04:44:00
I006064,U0041,R0217,viewed,,2024-03-11 03:08:00
I006065,U0344,R0058,visited,,2024-06-15 09:41:00
I006066,U0264,R0180,saved,,2025-01-22 13:44:00
I006067,U0048,R0002,viewed,,2024-09-03 15:43:00
I006068,U0298,R0251,visited,,2024-06-20 03:45:00
I006069,U0156,R0202,viewed,,2024-09-09 05:03:00
I006070,U0158,R0021,viewed,,2024-12-11 09:00:00
I006071,U0053,R0082,saved,,2024-08-05 22:40:00
I006072,U0388,R0159,viewed,,2024-06-21 11:52:00
I006073,U0017,R0044,viewed,,2024-05-02 02:58:00
I006074,U0275,R0218,viewed,,2024-07-15 09:25:00
I006075,U0104,R0196,saved,,2024-03-18 01:36:00
I006076,U0001,R0269,rated,5.0,2024-01-18 02:48:00
I006077,U0156,R0195,viewed,,2025-03-27 01:50:00
I006078,U0322,R0084,visited,,2024-03-07 08:51:00
I006079,U0119,R0046,saved,,2024-07-17 08:10:00
I006080,U0171,R0015,saved,,2024-03-30 07:09:00
I006081,U0397,R0136,visited,,2024-08-09 20:46:00
I006082,U0128,R0252,visited,,2025-01-01 05:38:00
I006083,U0085,R0045,viewed,,2024-01-03 12:04:00
I006084,U0184,R0203,rated,4.0,2024-08-17 08:59:00
I006085,U0342,R0269,viewed,,2025-03-14 13:47:00
I006086,U0299,R0049,rated,5.0,2024-11-17 16:43:00
I006087,U0386,R0037,saved,,2024-01-25 05:20:00
I006088,U0443,R0201,visited,4.0,2024-08-11 01:19:00
I006089,U0376,R0153,viewed,,2024-02-25 09:09:00
I006090,U0355,R0214,viewed,,2024-02-06 12:03:00
I006091,U0132,R0207,viewed,,2025-01-03 00:28:00
I006092,U0108,R0237,viewed,,2025-02-10 23:38:00
I006093,U0091,R0132,viewed,,2025-02-04 22:04:00
I006094,U0328,R0212,rated,5.0,2024-02-24 04:48:00
I006095,U0377,R0259,rated,5.0,2024-03-22 08:53:00
I006096,U0430,R0284,saved,,2024-11-03 09:42:00
I006097,U0426,R0259,viewed,,2025-03-13 01:26:00
I006098,U0151,R0019,saved,,2024-04-06 04:20:00
I006099,U0142,R0236,rated,5.0,2024-06-26 12:39:00
I006100,U0457,R0163,viewed,,2024-06-21 08:07:00
I006101,U0374,R0248,rated,5.0,2024-06-02 14:49:00
I006102,U0248,R0004,visited,5.0,2024-03-11 00:56:00
I006103,U0099,R0195,rated,5.0,2024-07-23 11:49:00
I006104,U0125,R0287,rated,4.0,2024-10-03 18:21:00
I006105,U0480,R0104,visited,4.0,2024-02-04 05:37:00
I006106,U0010,R0160,visited,,2024-04-22 22:35:00
I006107,U0182,R0187,visited,4.0,2025-03-11 01:03:00
I006108,U0023,R0297,viewed,,2024-05-13 06:37:00
I006109,U0328,R0258,rated,3.0,2024-11-16 16:15:00
I006110,U0424,R0251,viewed,,2024-07-29 17:47:00
I006111,U0419,R0023,viewed,,2024-12-07 22:11:00
I006112,U0269,R0048,viewed,,2024-07-20 11:56:00
I006113,U0247,R0283,visited,,2024-07-06 08:43:00
I006114,U0380,R0036,saved,,2024-04-23 12:24:00
I006115,U0101,R0145,viewed,,2024-01-27 07:18:00
I006116,U0411,R0203,rated,4.0,2024-02-03 03:49:00
I006117,U0169,R0180,saved,,2024-07-28 00:38:00
I006118,U0391,R0039,viewed,,2024-12-12 19:24:00
I006119,U0146,R0242,viewed,,2024-10-04 23:01:00
I006120,U0463,R0255,viewed,,2024-10-27 19:27:00
I006121,U0320,R0300,visited,,2025-02-16 04:06:00
I006122,U0335,R0201,visited,,2024-10-01 08:12:00
I006123,U0412,R0284,viewed,,2024-06-04 07:44:00
I006124,U0457,R0295,viewed,,2025-01-12 23:51:00
I006125,U0407,R0233,rated,4.0,2024-06-24 20:27:00
I006126,U0272,R0042,visited,4.0,2024-01-11 04:50:00
I006127,U0421,R0296,saved,,2024-12-14 22:24:00
I006128,U0152,R0256,saved,,2024-02-11 21:59:00
I006129,U0430,R0177,visited,4.0,2024-04-21 09:52:00
I006130,U0079,R0061,viewed,,2024-07-15 05:27:00
I006131,U0315,R0213,visited,,2025-01-30 14:50:00
I006132,U0259,R0123,visited,5.0,2024-04-16 15:12:00
I006133,U0034,R0290,visited,4.0,2024-08-03 18:32:00
I006134,U0455,R0024,viewed,,2024-12-18 19:28:00
I006135,U0081,R0217,rated,5.0,2024-08-04 18:05:00
I006136,U0240,R0008,saved,,2024-10-05 06:43:00
I006137,U0196,R0142,viewed,,2024-02-25 11:02:00
I006138,U0001,R0221,visited,4.0,2024-03-25 17:21:00
I006139,U0464,R0103,viewed,,2024-07-10 15:44:00
I006140,U0444,R0027,visited,,2025-01-04 21:39:00
I006141,U0157,R0060,viewed,,2024-01-29 02:32:00
I006142,U0338,R0002,viewed,,2024-03-14 00:45:00
I006143,U0194,R0282,visited,4.0,2024-09-12 00:17:00
I006144,U0428,R0220,rated,3.0,2024-11-24 00:42:00
I006145,U0412,R0286,viewed,,2024-07-17 04:07:00
I006146,U0042,R0223,viewed,,2024-01-21 08:24:00
I006147,U0310,R0277,visited,,2024-02-19 13:42:00
I006148,U0072,R0052,viewed,,2024-12-23 11:01:00
I006149,U0037,R0137,saved,,2025-01-20 17:09:00
I006150,U0134,R0228,rated,2.0,2024-08-27 18:44:00
I006151,U0160,R0160,viewed,,2024-08-27 11:24:00
I006152,U0220,R0198,rated,4.0,2024-07-22 05:05:00
I006153,U0318,R0192,visited,,2024-10-27 15:51:00
I006154,U0197,R0043,viewed,,2025-02-15 03:25:00
I006155,U0499,R0285,saved,,2024-08-31 21:02:00
I006156,U0139,R0175,viewed,,2024-12-06 15:53:00
I006157,U0125,R0006,saved,,2024-01-17 02:35:00
I006158,U0188,R0300,viewed,,2024-09-01 07:07:00
I006159,U0252,R0096,viewed,,2024-09-18 12:59:00
I006160,U0172,R0013,rated,4.0,2024-09-21 09:07:00
I006161,U0298,R0096,saved,,2024-04-01 22:56:00
I006162,U0288,R0087,visited,,2024-03-01 09:14:00
I006163,U0363,R0248,viewed,,2025-01-11 01:49:00
I006164,U0283,R0212,rated,5.0,2024-09-19 00:33:00
I006165,U0254,R0057,viewed,,2024-09-22 22:19:00
I006166,U0227,R0101,viewed,,2024-01-31 22:22:00
I006167,U0238,R0031,visited,,2024-07-10 18:11:00
I006168,U0162,R0245,saved,,2025-02-08 15:53:00
I006169,U0335,R0295,viewed,,2024-05-14 22:27:00
I006170,U0117,R0246,saved,,2025-01-05 02:24:00
I006171,U0251,R0048,visited,5.0,2024-09-11 01:09:00
I006172,U0075,R0150,saved,,2024-08-01 05:06:00
I006173,U0009,R0274,saved,,2025-03-03 05:01:00
I006174,U0392,R0297,visited,,2025-03-04 18:15:00
I006175,U0118,R0028,viewed,,2024-04-27 18:29:00
I006176,U0477,R0237,visited,,2024-01-21 09:09:00
I006177,U0344,R0205,viewed,,2024-10-27 00:00:00
I006178,U0145,R0081,rated,3.0,2025-01-12 01:38:00
I006179,U0189,R0077,visited,,2024-11-12 02:12:00
I006180,U0158,R0035,visited,,2024-11-28 08:16:00
I006181,U0063,R0299,saved,,2024-03-28 21:14:00
I006182,U0106,R0134,viewed,,2025-01-02 17:41:00
I006183,U0260,R0186,rated,5.0,2024-01-05 16:33:00
I006184,U0311,R0078,viewed,,2024-02-19 00:57:00
I006185,U0167,R0125,saved,,2024-11-19 23:38:00
I006186,U0407,R0223,visited,5.0,2024-08-29 16:05:00
I006187,U0414,R0058,rated,4.0,2024-03-01 13:09:00
I006188,U0405,R0246,rated,4.0,2024-08-03 18:49:00
I006189,U0038,R0199,viewed,,2024-11-10 00:31:00
I006190,U0175,R0060,visited,,2025-03-22 05:15:00
I006191,U0490,R0218,visited,,2024-02-28 15:41:00
I006192,U0444,R0151,saved,,2024-05-17 13:53:00
I006193,U0470,R0238,viewed,,2024-07-14 22:58:00
I006194,U0289,R0287,saved,,2024-04-16 10:42:00
I006195,U0500,R0059,viewed,,2025-01-01 13:47:00
I006196,U0101,R0069,viewed,,2024-10-17 07:22:00
I006197,U0390,R0028,visited,,2025-03-14 03:32:00
I006198,U0218,R0162,visited,4.0,2024-04-21 19:54:00
I006199,U0084,R0267,visited,,2024-09-06 13:59:00
I006200,U0307,R0206,viewed,,2024-05-16 09:00:00
I006201,U0214,R0202,visited,,2024-03-17 10:13:00
I006202,U0083,R0264,saved,,2024-01-03 20:35:00
I006203,U0016,R0038,saved,,2024-10-03 15:11:00
I006204,U0373,R0097,rated,4.0,2024-01-19 22:01:00
I006205,U0322,R0175,visited,,2024-10-01 13:42:00
I006206,U0036,R0298,rated,5.0,2025-02-27 23:59:00
I006207,U0466,R0250,viewed,,2025-02-17 03:32:00
I006208,U0402,R0271,visited,5.0,2024-07-17 07:11:00
I006209,U0118,R0217,visited,,2025-02-20 05:14:00
I006210,U0166,R0038,saved,,2024-11-08 00:22:00
I006211,U0461,R0267,viewed,,2025-03-20 20:36:00
I006212,U0194,R0072,visited,5.0,2024-05-10 14:36:00
I006213,U0380,R0231,viewed,,2024-06-21 23:17:00
I006214,U0198,R0141,viewed,,2024-06-14 08:25:00
I006215,U0435,R0245,viewed,,2024-01-06 01:14:00
I006216,U0374,R0004,viewed,,2024-12-07 12:51:00
I006217,U0452,R0078,rated,3.0,2024-03-31 11:15:00
I006218,U0007,R0002,viewed,,2024-06-25 04:03:00
I006219,U0250,R0258,viewed,,2024-12-02 09:06:00
I006220,U0156,R0198,visited,,2024-08-18 01:31:00
I006221,U0121,R0244,visited,,2024-02-11 08:15:00
I006222,U0180,R0135,saved,,2024-03-19 21:34:00
I006223,U0453,R0154,visited,3.0,2024-01-29 19:31:00
I006224,U0158,R0296,rated,4.0,2024-02-16 20:09:00
I006225,U0192,R0285,viewed,,2024-02-19 17:50:00
I006226,U0471,R0153,viewed,,2024-09-17 19:51:00
I006227,U0283,R0129,viewed,,2024-12-09 08:38:00
I006228,U0491,R0237,visited,,2024-02-04 05:15:00
I006229,U0150,R0009,viewed,,2024-12-23 10:08:00
I006230,U0013,R0046,visited,2.0,2025-01-02 08:10:00
I006231,U0012,R0051,viewed,,2024-03-10 05:02:00
I006232,U0304,R0154,saved,,2024-01-13 16:59:00
I006233,U0238,R0234,visited,4.0,2024-12-08 22:15:00
I006234,U0492,R0229,viewed,,2024-12-25 14:14:00
I006235,U0162,R0253,viewed,,2025-01-11 02:32:00
I006236,U0228,R0239,visited,,2024-10-30 11:13:00
I006237,U0166,R0293,viewed,,2024-02-23 09:15:00
I006238,U0216,R0028,viewed,,2024-03-06 09:15:00
I006239,U0476,R0153,saved,,2025-01-17 22:03:00
I006240,U0128,R0255,visited,,2024-02-21 10:22:00
I006241,U0001,R0220,viewed,,2024-05-27 10:17:00
I006242,U0309,R0200,saved,,2025-03-09 08:30:00
I006243,U0312,R0284,rated,3.0,2024-10-07 07:58:00
I006244,U0161,R0028,visited,4.0,2024-06-06 00:11:00
I006245,U0235,R0186,saved,,2024-12-12 01:07:00
I006246,U0467,R0142,visited,3.0,2024-05-03 20:12:00
I006247,U0220,R0295,viewed,,2024-06-02 01:09:00
I006248,U0449,R0053,viewed,,2024-06-01 18:33:00
I006249,U0022,R0148,saved,,2024-04-06 09:40:00
I006250,U0297,R0110,viewed,,2025-03-19 13:58:00
I006251,U0474,R0102,viewed,,2024-07-11 01:23:00
I006252,U0381,R0166,rated,5.0,2025-03-11 23:36:00
I006253,U0021,R0134,saved,,2024-04-08 13:11:00
I006254,U0413,R0114,visited,,2025-02-05 06:04:00
I006255,U0061,R0021,viewed,,2024-04-07 23:58:00
I006256,U0485,R0229,rated,3.0,2024-10-13 19:50:00
I006257,U0421,R0265,saved,,2024-07-25 17:49:00
I006258,U0483,R0221,visited,,2025-02-25 06:05:00
I006259,U0222,R0165,viewed,,2024-04-25 17:04:00
I006260,U0340,R0093,saved,,2024-11-06 23:02:00
I006261,U0056,R0138,viewed,,2024-11-01 07:17:00
I006262,U0193,R0265,saved,,2024-12-02 07:32:00
I006263,U0449,R0145,viewed,,2024-04-19 15:11:00
I006264,U0189,R0265,visited,3.0,2024-04-28 21:59:00
I006265,U0189,R0267,viewed,,2025-03-19 00:02:00
I006266,U0019,R0084,visited,,2024-07-13 21:34:00
I006267,U0492,R0205,viewed,,2024-04-27 16:22:00
I006268,U0166,R0187,viewed,,2024-02-18 20:34:00
I006269,U0047,R0155,saved,,2024-03-11 09:19:00
I006270,U0117,R0211,saved,,2024-01-02 08:40:00
I006271,U0393,R0046,saved,,2024-01-28 20:56:00
I006272,U0317,R0053,viewed,,2024-10-28 15:16:00
I006273,U0433,R0270,rated,2.0,2024-05-16 04:23:00
I006274,U0077,R0252,saved,,2024-08-14 15:48:00
I006275,U0300,R0036,saved,,2024-08-14 05:22:00
I006276,U0458,R0107,rated,5.0,2024-04-08 09:34:00
I006277,U0284,R0038,viewed,,2025-03-01 00:59:00
I006278,U0013,R0087,viewed,,2025-02-08 02:51:00
I006279,U0068,R0231,saved,,2024-07-18 12:56:00
I006280,U0152,R0153,viewed,,2024-09-14 09:32:00
I006281,U0147,R0090,rated,5.0,2024-03-30 15:16:00
I006282,U0394,R0077,visited,5.0,2024-12-03 23:56:00
I006283,U0148,R0243,visited,,2024-02-14 06:27:00
I006284,U0246,R0057,saved,,2024-09-25 09:48:00
I006285,U0158,R0045,saved,,2025-02-08 11:00:00
I006286,U0303,R0239,saved,,2024-04-10 01:38:00
I006287,U0473,R0267,saved,,2024-09-20 05:45:00
